Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
RIO NEGRO,General Roca,Villa Regina,62042560,2.116,0,5,133,0,18,0,425,2.697,0.0
RIO NEGRO,General Roca,Villa San Isidro,62042570,0,0,0,25,0,0,0,15,40,0.0
RIO NEGRO,Ñorquincó,Mamuel Choique,62056020,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010,0,0,0,1,0,1,0,0,2,0.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,860,1.796,6,2,0,5,0,1.272,3.941,0.0
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,62063005,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,Pichi Mahuida,Juventud Unida,62063013,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,Pilcaniyeu,Comallo,62070010,0,0,0,6,0,3,0,292,301,0.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,383,0,2,2,100,2,0,28,517,0.0
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,62070070,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,San Antonio,Las Grutas,62077010,293,0,2,1.746,0,16,0,0,2.057,0.0
RIO NEGRO,San Antonio,Puerto San Antonio Este,62077030,1,0,0,1,0,1,0,50,53,0.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,784,0,4,2.248,0,12,0,833,3.881,0.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,430,0,1,1.433,0,2,0,287,2.153,0.0
RIO NEGRO,Valcheta,Aguada Cecilio,62084010,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,Valcheta,Valcheta,62084060,0,0,0,871,0,2,0,163,1.036,0.0
RIO NEGRO,Valcheta,Nahuel Niyeu,62084040,0,0,0,13,0,0,0,0,13,0.0
SALTA,Anta,El Quebrachal,66007060,0,1.164,0,452,0,4,0,0,1.620,0.0
SALTA,Anta,Gaona,66007070,0,459,0,50,0,2,0,0,511,0.0
SALTA,Anta,General Pizarro,66007080,0,0,0,50,0,1,0,1,52,0.0
SALTA,Anta,Joaquín V. González,66007090,587,4.637,0,304,0,3,0,0,5.531,0.0
SALTA,Anta,Las Lajitas,66007100,0,648,0,1,10,7,0,27,693,0.0
SALTA,Anta,Tolloche,66007160,0,0,0,4,0,1,0,0,5,0.0
SALTA,Anta,Ceibalito,66007020,0,0,0,5,0,1,0,0,6,0.0
SALTA,Cachi,Cachi,66014010,0,0,0,1,0,1,0,290,292,0.0
SALTA,Cafayate,Cafayate,66021010,974,0,0,2,0,1,0,315,1.292,0.0
SALTA,Capital,Atocha,66028010,0,0,0,55,0,0,0,14,69,0.0
SALTA,Capital,Salta,66028050,15.924,76.855,5,36.774,85,8,0,5.713,135.364,0.0
SALTA,Capital,Villa San Lorenzo,66028060,335,1.998,0,6,3,1,0,116,2.459,0.0
SALTA,Cerrillos,Cerrillos,66035010,591,2.552,0,600,80,3,0,46,3.872,0.0
SALTA,Cerrillos,La Merced,66035020,0,0,0,943,70,1,0,42,1.056,0.0
SALTA,Cerrillos,Barrio Los Pinares,66035030,130,0,0,34,0,0,0,41,205,0.0
SALTA,Cerrillos,Barrio El Congreso,66035030,0,0,0,15,0,0,0,0,15,0.0
SALTA,Cerrillos,Barrio Las Tunas,66035030,0,0,0,8,0,0,0,0,8,0.0
SALTA,Chicoana,Barrio La Rotonda,66042005,0,0,0,160,10,0,0,2,172,0.0
SALTA,Chicoana,Chicoana,66042010,195,0,0,151,15,2,0,15,378,0.0
SALTA,Chicoana,El Carril,66042020,216,0,0,800,120,2,0,607,1.745,0.0
SALTA,Chicoana,Barrio Finca La Maroma,66042003,0,0,0,10,0,0,0,0,10,0.0
SALTA,Chicoana,Barrio Santa Teresita,66042007,0,0,0,60,0,0,0,0,60,0.0
SALTA,General Güemes,Campo Santo,66049010,126,0,0,40,0,1,0,5,172,0.0
SALTA,General Güemes,El Bordo,66049030,0,0,0,61,0,0,0,5,66,0.0
SALTA,General Güemes,General Güemes,66049040,2.425,0,0,130,0,5,0,0,2.560,0.0
SALTA,General Güemes,Cobos,66049020,0,0,0,60,0,0,0,3,63,0.0
SALTA,Grl. José de San Martín,Aguaray,66056010,740,433,0,91,0,4,0,2,1.270,0.0
SALTA,Grl. José de San Martín,Campamento Vespucio,66056020,155,0,0,40,0,2,0,0,197,0.0
SALTA,Grl. José de San Martín,Campo Durán,66056040,0,0,0,7,0,0,0,0,7,0.0
SALTA,Grl. José de San Martín,Coronel Cornejo,66056070,15,0,0,44,0,1,0,0,60,0.0
SALTA,Grl. José de San Martín,Dragones,66056080,0,0,0,50,0,2,0,12,64,0.0
SALTA,Grl. José de San Martín,Embarcación,66056090,962,1.299,0,3,535,4,0,0,2.803,0.0
SALTA,Grl. José de San Martín,General Ballivián,66056100,0,0,0,51,0,1,0,0,52,0.0
SALTA,Grl. José de San Martín,General Mosconi,66056110,1.298,0,0,60,0,1,0,2,1.361,0.0
SALTA,Grl. José de San Martín,Piquirenda,66056190,0,0,0,6,0,0,0,0,6,0.0
SALTA,Grl. José de San Martín,Profesor Salvador Mazza,66056200,996,0,0,91,0,1,0,0,1.088,0.0
SALTA,Grl. José de San Martín,Tartagal,66056220,2.350,4.535,0,1.337,3.048,2,0,14,11.286,0.0
SALTA,Grl. José de San Martín,Tobantirenda,66056230,0,0,0,3,0,0,0,0,3,0.0
SALTA,Grl. José de San Martín,Yacuy,66056250,0,0,0,4,0,0,0,0,4,0.0
SALTA,Guachipas,Guachipas,66063010,0,0,0,3,35,2,0,110,150,0.0
SALTA,Iruya,Iruya,66070010,0,0,0,1,80,0,0,45,126,0.0
SALTA,Iruya,Pueblo Viejo,66070030,0,0,0,10,0,0,0,0,10,0.0
SALTA,La Caldera,La Caldera,66077010,0,0,0,50,293,3,0,8,354,0.0
SALTA,La Caldera,Vaqueros,66077020,159,0,0,90,250,0,0,469,968,0.0
SALTA,La Candelaria,El Jardín,66084010,0,0,0,42,0,1,0,0,43,0.0
SALTA,La Candelaria,El Tala,66084020,0,0,0,41,0,5,0,131,177,0.0
SALTA,La Candelaria,La Candelaria,66084030,0,0,0,36,0,0,0,0,36,0.0
SALTA,La Poma,La Poma,66091020,0,0,0,1,0,0,0,44,45,0.0
SALTA,La Viña,La Viña,66098040,0,0,0,1,0,1,0,98,100,0.0
SALTA,Los Andes,Olacapato,66105010,0,0,0,31,0,3,0,3,37,0.0
SALTA,Los Andes,San Antonio de los Cobres,66105020,0,0,0,2,0,16,0,94,112,0.0
SALTA,Los Andes,Tolar Grande,66105040,0,0,0,20,0,2,0,12,34,0.0
SALTA,Los Andes,Santa Rosa de los Pastos Grandes,66105030,0,0,0,28,0,0,0,20,48,0.0
SALTA,Metán,El Galpón,66112010,219,65,0,91,0,1,0,3,379,0.0
SALTA,Metán,El Tunal,66112020,0,0,0,80,0,1,0,0,81,0.0
SALTA,Metán,Metán Viejo,66112050,0,0,0,42,0,1,0,0,43,0.0
SALTA,Metán,Río Piedras,66112070,34,0,0,15,0,1,0,2,52,0.0
SALTA,Metán,San José de Metán,66112040,2.877,611,0,183,0,2,0,0,3.673,0.0
SALTA,Metán,Lumbreras,66112030,0,0,0,46,0,0,0,0,46,0.0
SALTA,Metán,San José de Orquera,66112080,0,0,0,15,0,0,0,0,15,0.0
SALTA,Molinos,Molinos,66119020,2,0,0,3,0,0,0,45,50,0.0
SALTA,Molinos,Seclantás,66119030,0,0,0,2,0,2,0,21,25,0.0
SALTA,Orán,Hipólito Yrigoyen,66126040,519,423,0,250,40,1,0,85,1.318,0.0
SALTA,Orán,Pichanal,66126060,436,97,0,1,103,1,0,0,638,0.0
SALTA,Orán,San Ramón de la Nueva Orán,66126070,3.680,107,0,2.941,580,3,0,0,7.311,0.0
SALTA,Orán,Urundel,66126080,0,0,0,1,0,2,0,86,89,0.0
SALTA,Orán,El Tabacal,66126030,0,1,0,80,0,0,0,0,81,0.0
SALTA,Rivadavia,Alto de la Sierra,66133010,0,0,0,1,3,0,0,5,9,0.0
SALTA,Rivadavia,Coronel Juan Solá,66133030,30,0,0,1,0,2,0,96,129,0.0
SALTA,Rivadavia,Rivadavia,66133070,0,0,0,1,0,0,0,0,1,0.0
SALTA,Rivadavia,Santa Victoria Este,66133100,17,0,0,1,10,1,0,41,70,0.0
SALTA,Rosario de la Frontera,Antilla,66140010,0,0,0,1,0,2,0,0,3,0.0
SALTA,Rosario de la Frontera,El Potrero,66140040,0,0,0,1,0,1,0,0,2,0.0
SALTA,Rosario de la Frontera,Rosario de la Frontera,66140050,2.354,404,0,3,0,1,0,175,2.937,0.0
SALTA,Rosario de la Frontera,Copo Quile,66140020,0,0,0,35,0,0,0,0,35,0.0
SALTA,Rosario de la Frontera,El Naranjo,66140030,0,0,0,39,0,1,0,0,40,0.0
SALTA,Rosario de Lerma,Campo Quijano,66147010,218,0,0,360,0,3,0,148,729,0.0
SALTA,Rosario de Lerma,La Silleta,66147020,105,0,0,220,0,1,0,34,360,0.0
SALTA,Rosario de Lerma,Rosario de Lerma,66147030,1.285,403,0,2.602,10,1,0,4,4.305,0.0
SALTA,Rosario de Lerma,La Merced Del Encón,66147015,0,0,0,175,0,0,0,82,257,0.0
SALTA,San Carlos,Angastaco,66154010,0,0,0,7,0,0,0,39,46,0.0
SALTA,San Carlos,San Carlos,66154040,0,0,0,1,0,2,0,94,97,0.0
SALTA,Santa Victoria,Los Toldos,66161030,0,0,0,2,0,0,0,41,43,0.0
SALTA,Santa Victoria,Nazareno,66161040,0,0,0,61,135,0,0,0,196,0.0
SALTA,Santa Victoria,Santa Victoria,66161070,0,0,0,74,0,5,0,200,279,0.0
SAN JUAN,9 de Julio,9 de Julio,70063040,0,0,0,125,0,1,0,116,242,0.0
SAN JUAN,Capital,San Juan,70028010,12.814,22.723,227,10.721,3.576,5,0,6.781,56.847,0.0
SAN JUAN,Chimbas,Chimbas,70042010,2.944,0,6,942,0,0,0,1.948,5.840,0.0
SAN JUAN,Jáchal,San José de Jáchal,70056080,0,0,1,381,0,2,0,711,1.095,0.0
SAN JUAN,Rivadavia,Rivadavia,70084010,2.028,0,12,77,15,1,0,2.243,4.376,0.0
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060,0,0,0,3,0,0,0,73,76,0.0
SAN JUAN,Santa Lucía,Santa Lucía,70098010,2.400,0,11,73,15,0,0,2.057,4.556,0.0
SAN JUAN,Sarmiento,Cañada Honda,70105010,0,0,0,1,0,2,0,1,4,0.0
SAN JUAN,Sarmiento,Cienaguita,70105020,0,0,0,1,0,0,0,1,2,0.0
SAN JUAN,Sarmiento,Los Berros,70105070,0,0,0,2,0,0,0,66,68,0.0
SAN JUAN,Sarmiento,Villa Media Agua,70105100,0,0,0,1,0,0,0,197,198,0.0
SAN JUAN,Valle Fértil,Villa San Agustín,70119060,0,0,0,1,0,4,0,260,265,0.0
SAN LUIS,Ayacucho,Pampa Grande,74007010,0,0,0,2,0,0,0,0,2,0.0
SAN LUIS,Chacabuco,Cortaderas,74028020,0,0,0,5,0,0,0,891,896,0.0
SAN LUIS,Chacabuco,El Algarrobal,74028020,0,0,0,3,0,0,0,0,3,0.0
SAN LUIS,Coronel Pringles,Saladillo,74021090,0,0,0,1,0,0,0,1.987,1.988,0.0
SAN LUIS,General Pedernera,Villa Mercedes,74035070,1.789,29.276,85,4,14.585,0,0,10.179,55.918,0.0
SAN LUIS,Junín,Cerro de Oro,74049020,19,14,0,7,0,0,0,250,290,0.0
SAN LUIS,Junín,Merlo,74049060,1.286,62,0,211,0,0,0,5.089,6.648,0.0
SAN LUIS,La Capital,Alto Pencoso,74056020,0,0,0,1,0,0,0,85,86,0.0
SAN LUIS,La Capital,Balde,74056030,0,0,0,1,0,5,0,183,189,0.0
SAN LUIS,La Capital,Desaguadero,74056070,0,0,0,1,0,0,0,252,253,0.0
SAN LUIS,La Capital,San Luis,74056150,2.774,1,84,5,84,2,0,18.447,21.397,0.0
SAN LUIS,La Capital,La Punta,74056105,0,0,0,7,0,0,0,0,7,0.0
SANTA CRUZ,Deseado,Caleta Olivia,78014010,0,8.280,0,720,2,5,0,478,9.485,0.0
SANTA CRUZ,Deseado,Cañadón Seco,78014020,0,0,0,2,0,3,0,118,123,0.0
SANTA CRUZ,Deseado,Las Heras,78014060,0,0,0,2.353,1,1,0,1.085,3.440,0.0
SANTA CRUZ,Deseado,Pico Truncado,78014070,0,0,0,2.846,1,2,0,1.069,3.918,0.0
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,0,0,0,10,6,1,0,195,212,0.0
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.682,10.399,173,736,172,14,0,0,15.176,0.0
SANTA CRUZ,Lago Argentino,El Calafate,78028010,2.595,0,0,3.717,1,7,0,618,6.938,0.0
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,0,0,0,431,1,3,0,2,437,0.0
SANTA FE,9 de Julio,Villa Minetti,82077090,0,0,0,1,0,5,0,264,270,0.0
SANTA FE,Belgrano,Armstrong,82007010,1.245,0,0,99,0,0,0,37,1.381,0.0
SANTA FE,Belgrano,Las Rosas,82007040,1.358,2.308,0,225,0,0,0,33,3.924,0.0
SANTA FE,Caseros,Casilda,82014050,4.277,1.873,0,886,0,0,0,1.129,8.165,0.0
SANTA FE,Caseros,Chañar Ladeado,82014070,76,808,0,401,0,0,0,0,1.285,0.0
SANTA FE,Caseros,Gödeken,82014080,0,531,0,1,0,0,0,0,532,0.0
SANTA FE,Caseros,Sanford,82014130,88,0,0,378,0,0,0,0,466,0.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,30,0,0,662,0,0,0,60,752,0.0
SANTA FE,Castellanos,Ataliva,82021030,295,10,0,89,0,0,0,183,577,0.0
SANTA FE,Castellanos,Bella Italia,82021070,37,316,0,2,0,0,0,4,359,0.0
SANTA FE,Castellanos,Colonia Bicha,82021090,72,0,0,138,0,0,0,0,210,0.0
SANTA FE,Castellanos,Colonia Raquel,82021120,31,0,0,185,0,0,0,3,219,0.0
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,0,0,130,0,0,0,0,157,0.0
SANTA FE,Castellanos,Humberto Primo,82021220,212,53,0,33,0,0,0,262,560,0.0
SANTA FE,Castellanos,Lehmann,82021240,196,376,0,166,0,0,0,0,738,0.0
SANTA FE,Castellanos,María Juana,82021250,788,81,0,620,0,0,0,60,1.549,0.0
SANTA FE,Castellanos,Presidente Roca,82021290,0,137,0,1,0,0,0,5,143,0.0
SANTA FE,Castellanos,Rafaela,82021310,2.889,23.060,0,4.199,6,2,0,1.497,31.653,0.0
SANTA FE,Castellanos,Sunchales,82021360,1.112,21,1,6.364,0,0,0,67,7.565,0.0
SANTA FE,Castellanos,Susana,82021370,0,0,0,317,0,0,0,78,395,0.0
SANTA FE,Castellanos,Tacural,82021380,437,0,0,467,0,0,0,0,904,0.0
SANTA FE,Constitución,Alcorta,82028010,223,1.261,0,550,0,0,0,353,2.387,0.0
SANTA FE,Constitución,Bombal,82028040,495,246,0,200,0,0,0,0,941,0.0
SANTA FE,Constitución,La Vanguardia,82028130,0,0,0,86,0,0,0,0,86,0.0
SANTA FE,Constitución,Pavón Arriba,82028160,0,0,0,387,0,0,0,25,412,0.0
SANTA FE,Constitución,Santa Teresa,82028190,169,296,0,656,0,0,0,101,1.222,0.0
SANTA FE,Constitución,Sargento Cabral,82028200,0,0,0,326,0,0,0,102,428,0.0
SANTA FE,Constitución,Villa Constitución,82028230,5.033,1.967,0,61,0,0,0,1.355,8.416,0.0
SANTA FE,General López,Cafferata,82042030,246,0,0,1,0,0,0,0,247,0.0
SANTA FE,General López,Christophersen,82042090,0,0,0,15,0,0,0,78,93,0.0
SANTA FE,General López,Diego de Alvear,82042100,206,0,0,64,0,0,0,108,378,0.0
SANTA FE,General López,Firmat,82042120,281,1.488,0,3.305,0,0,0,0,5.074,0.0
SANTA FE,General López,Hughes,82042130,0,0,0,1.190,0,0,0,0,1.190,0.0
SANTA FE,General López,Murphy,82042210,0,0,0,717,0,0,0,0,717,0.0
SANTA FE,General López,Rufino,82042220,1.432,3,0,5.103,0,0,0,0,6.538,0.0
SANTA FE,General López,San Eduardo,82042230,205,0,0,84,0,0,0,0,289,0.0
SANTA FE,General López,San Francisco de Santa Fe,82042240,0,0,0,45,0,1,0,0,46,0.0
SANTA FE,General López,San Gregorio,82042250,43,0,0,1.013,0,0,0,118,1.174,0.0
SANTA FE,General López,Santa Isabel,82042270,214,0,0,923,0,1,0,0,1.138,0.0
SANTA FE,General López,Venado Tuerto,82042290,2.258,25.656,0,1.435,380,1,0,77,29.807,0.0
SANTA FE,General López,Villa Cañás,82042300,715,1.195,0,349,4,0,0,211,2.474,0.0
SANTA FE,General López,Wheelwright,82042310,0,0,0,1.374,3,1,0,15,1.393,0.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,3,12,0,3.578,750,0,0,1.141,5.484,0.0
SANTA FE,General Obligado,Las Toscas,82049130,609,1.045,0,79,0,1,0,462,2.196,0.0
SANTA FE,General Obligado,Reconquista,82049180,1.906,14.399,1,6.832,800,1,0,2.839,26.778,0.0
SANTA FE,General Obligado,Villa Ocampo,82049230,2.009,1.613,0,16,29,1,0,0,3.668,0.0
SANTA FE,Iriondo,Bustinza,82056020,287,0,0,6,0,0,0,90,383,0.0
SANTA FE,Iriondo,Cañada de Gómez,82056030,1.251,7.242,0,329,0,0,0,411,9.233,0.0
SANTA FE,Iriondo,Classon,82056050,0,0,0,130,0,0,0,21,151,0.0
SANTA FE,Iriondo,Correa,82056070,114,1.063,0,572,1,0,0,23,1.773,0.0
SANTA FE,Iriondo,Oliveros,82056100,2.000,0,0,1.360,0,0,0,0,3.360,0.0
SANTA FE,Iriondo,Serodino,82056130,229,0,0,12,0,0,0,113,354,0.0
SANTA FE,Iriondo,Totoras,82056140,538,0,0,920,0,0,0,131,1.589,0.0
SANTA FE,Iriondo,Villa Eloísa,82056150,597,0,0,368,0,0,0,0,965,0.0
SANTA FE,La Capital,Arroyo Leyes,82063030,0,1.115,0,88,0,0,0,106,1.309,0.0
SANTA FE,La Capital,Candioti,82063060,0,0,0,251,0,0,0,1,252,0.0
SANTA FE,La Capital,Emilia,82063070,103,0,0,153,0,0,0,1,257,0.0
SANTA FE,La Capital,Nelson,82063110,426,0,0,1,3,0,0,69,499,0.0
SANTA FE,La Capital,San José del Rincón,82063160,1.806,2.329,0,505,0,1,0,0,4.641,0.0
SANTA FE,La Capital,Santa Fe,82063170,20.606,65.154,32,39.411,2.040,9,0,104,127.356,0.0
SANTA FE,La Capital,Santo Tomé,82063180,13,13,0,396,11,0,0,492,925,0.0
SANTA FE,Las Colonias,Elisa,82070030,0,0,0,235,0,0,0,0,235,0.0
SANTA FE,Las Colonias,Esperanza,82070050,1.953,8.198,0,26,0,4,0,420,10.601,0.0
SANTA FE,Las Colonias,Franck,82070070,175,0,0,162,0,0,0,101,438,0.0
SANTA FE,Las Colonias,Humboldt,82070100,299,0,0,24,2,0,0,195,520,0.0
SANTA FE,Las Colonias,La Pelada,82070120,0,0,0,80,0,0,0,96,176,0.0
SANTA FE,Las Colonias,Las Tunas,82070130,4,0,0,107,0,1,0,0,112,0.0
SANTA FE,Las Colonias,Pilar,82070170,112,0,0,10,0,0,0,2,124,0.0
SANTA FE,Las Colonias,San Carlos Centro,82070230,407,3.943,0,2,0,0,0,34,4.386,0.0
SANTA FE,Las Colonias,San Jerónimo del Sauce,82070260,0,0,0,172,0,0,0,0,172,0.0
SANTA FE,Las Colonias,San Jerónimo Norte,82070270,202,0,0,1.575,0,0,0,261,2.038,0.0
SANTA FE,Rosario,Acebal,82084010,205,1.343,0,21,0,0,0,140,1.709,0.0
SANTA FE,Rosario,Álvarez,82084030,59,1.393,0,2,134,0,0,0,1.588,0.0
SANTA FE,Rosario,Alvear,82084040,1.912,3.037,0,251,0,0,0,8,5.208,0.0
SANTA FE,Rosario,Arroyo Seco,82084070,2.050,3.273,0,2,0,0,0,6,5.331,0.0
SANTA FE,Rosario,Carmen del Sauce,82084080,0,0,0,158,0,0,0,22,180,0.0
SANTA FE,Rosario,Coronel Bogado,82084090,415,0,0,178,0,0,0,0,593,0.0
SANTA FE,Rosario,Cuatro Esquinas,82084110,0,0,0,39,0,0,0,0,39,0.0
SANTA FE,Rosario,El Caramelo,82084120,71,0,0,424,0,0,0,0,495,0.0
SANTA FE,Rosario,Funes,82084140,4.523,5.794,1,2.296,0,1,0,100,12.715,0.0
SANTA FE,Rosario,General Lagos,82084150,400,0,0,1,1,1,0,140,543,0.0
SANTA FE,Rosario,Granadero Baigorria,82084160,0,4.673,0,4,2,0,0,676,5.355,0.0
SANTA FE,Rosario,Ibarlucea,82084170,0,591,0,468,0,0,0,452,1.511,0.0
SANTA FE,Rosario,Pérez,82084210,3.069,0,0,114,0,5,0,7,3.195,0.0
SANTA FE,Rosario,Piñero (Est. Erasto),82084220,0,181,0,1,55,0,0,1,238,0.0
SANTA FE,Rosario,Pueblo Esther,82084230,241,0,0,611,0,1,0,0,853,0.0
SANTA FE,Rosario,Pueblo Uranga,82084250,29,0,0,98,0,0,0,52,179,0.0
SANTA FE,Rosario,Rosario,82084270,46.485,190.777,74,87.944,218,1,0,5.228,330.727,0.0
SANTA FE,Rosario,Villa Amelia,82084290,172,109,0,2,0,0,0,2,285,0.0
SANTA FE,Rosario,Villa Gobernador Gálvez,82084310,6.752,17,0,1.539,4.987,0,0,25,13.320,0.0
SANTA FE,San Cristóbal,Colonia Bossi,82091080,56,0,0,118,0,0,0,3,177,0.0
SANTA FE,San Cristóbal,Moisés Ville,82091180,123,240,0,207,0,0,0,0,570,0.0
SANTA FE,San Cristóbal,Monigotes,82091190,0,0,0,45,0,0,0,12,57,0.0
SANTA FE,San Cristóbal,Palacios,82091210,2,0,0,31,0,0,0,1,34,0.0
SANTA FE,San Cristóbal,San Cristóbal,82091220,918,1.242,0,596,0,1,0,609,3.366,0.0
SANTA FE,San Cristóbal,San Guillermo,82091230,1.069,1.256,0,33,12,0,0,177,2.547,0.0
SANTA FE,San Cristóbal,Suardi,82091260,0,0,0,1.560,0,0,0,0,1.560,0.0
SANTA FE,San Javier,Romang,82098050,0,801,0,2,195,0,0,369,1.367,0.0
SANTA FE,San Javier,San Javier,82098060,0,826,0,96,0,0,0,194,1.116,0.0
SANTA FE,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),82105060,0,0,0,245,0,0,0,0,245,0.0
SANTA FE,San Jerónimo,Coronda,82105090,652,0,0,3.145,215,0,0,887,4.899,0.0
SANTA FE,San Jerónimo,Gálvez,82105130,3.859,0,0,3.482,0,1,0,19,7.361,0.0
SANTA FE,San Jerónimo,Gessler,82105140,133,0,0,69,0,0,0,48,250,0.0
SANTA FE,San Jerónimo,Loma Alta,82105170,19,0,0,18,0,0,0,0,37,0.0
SANTA FE,San Jerónimo,Monje,82105200,464,0,0,149,0,0,0,0,613,0.0
SANTA FE,San Jerónimo,San Genaro,82105240,788,37,0,456,0,0,0,49,1.330,0.0
SANTA FE,San Jerónimo,San Genaro Norte,82105250,1.026,22,0,31,0,0,0,0,1.079,0.0
SANTA FE,San Jerónimo,San Eugenio,82105220,0,0,0,21,0,0,0,0,21,0.0
SANTA FE,San Justo,San Justo,82112130,843,40,0,6.106,550,0,0,270,7.809,0.0
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),82112160,49,0,0,87,0,0,0,183,319,0.0
SANTA FE,San Justo,Videla,82112170,119,0,0,230,0,0,0,31,380,0.0
SANTA FE,San Lorenzo,Capitán Bermúdez,82119020,3.656,1.202,1,2.226,0,0,0,0,7.085,0.0
SANTA FE,San Lorenzo,Coronel Arnold,82119040,0,0,0,239,0,0,0,0,239,0.0
SANTA FE,San Lorenzo,Fray Luis Beltrán,82119050,2.226,24,0,964,0,0,0,0,3.214,0.0
SANTA FE,San Lorenzo,Fuentes,82119060,80,0,0,769,0,0,0,0,849,0.0
SANTA FE,San Lorenzo,Puerto General San Martín,82119080,0,0,0,2.602,215,2,0,13,2.832,0.0
SANTA FE,San Lorenzo,Ricardone,82119100,401,857,0,12,0,1,0,22,1.293,0.0
SANTA FE,San Lorenzo,Roldán,82119110,2.276,1.999,0,2.829,2,0,0,131,7.237,0.0
SANTA FE,San Lorenzo,San Jerónimo Sud,82119120,168,824,0,2,0,0,0,0,994,0.0
SANTA FE,San Lorenzo,San Lorenzo,82119130,3.010,5.320,0,946,0,0,0,52,9.328,0.0
SANTA FE,San Lorenzo,Timbúes,82119140,229,0,0,1.207,134,1,0,83,1.654,0.0
SANTA FE,San Martín,María Susana,82126120,667,0,0,382,0,0,0,36,1.085,0.0
SANTA FE,San Martín,San Jorge,82126140,2.028,980,0,1.456,0,1,0,183,4.648,0.0
SANTA FE,San Martín,Sastre,82126160,485,0,0,27,0,0,0,145,657,0.0
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,86014010,0,0,0,5,0,4,0,35,44,0.0
SANTIAGO DEL ESTERO,Alberdi,Donadeu,86014030,1,0,0,1,0,0,0,0,2,0.0
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,86014040,0,0,0,203,0,3,0,0,206,0.0
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,86014050,0,0,0,11,57,2,0,5,75,0.0
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,86021010,1,0,0,1,0,1,0,0,3,0.0
SANTIAGO DEL ESTERO,Atamisqui,Medellín,86021020,0,0,0,2,0,2,0,29,33,0.0
SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,86021030,1,0,0,1,0,1,0,45,48,0.0
SANTIAGO DEL ESTERO,Banda,Clodomira,86035060,0,0,0,3,5,1,0,417,426,0.0
SANTIAGO DEL ESTERO,Banda,La Banda,86035090,27,43,0,1.272,0,3,0,367,1.712,0.0
SANTIAGO DEL ESTERO,Banda,Chaupi Pozo,86035050,0,0,0,1,0,0,0,0,1,0.0
SANTIAGO DEL ESTERO,Belgrano,Bandera,86042010,0,429,0,3,0,3,0,68,503,0.0
SANTIAGO DEL ESTERO,Capital,Santiago del Estero,86049110,7.526,77.825,2,8.776,1,5,0,1.707,95.842,0.0
SANTIAGO DEL ESTERO,Capital,Los Cardozos,86049040,0,0,0,2,0,0,0,3,5,0.0
SANTIAGO DEL ESTERO,Choya,Choya,86063020,55,0,0,3,0,2,0,0,60,0.0
SANTIAGO DEL ESTERO,Choya,Frías,86063040,2.857,23,0,806,0,2,0,782,4.470,0.0
SANTIAGO DEL ESTERO,Choya,Laprida,86063050,0,0,0,3,0,0,0,5,8,0.0
SANTIAGO DEL ESTERO,Choya,Tapso,86063080,0,0,0,1,0,0,0,71,72,0.0
SANTIAGO DEL ESTERO,Choya,Villa La Punta,86063090,0,0,0,4,0,1,0,5,10,0.0
SANTIAGO DEL ESTERO,Copo,Los Pirpintos,86056030,0,0,0,200,0,1,0,0,201,0.0
SANTIAGO DEL ESTERO,Copo,Monte Quemado,86056050,0,0,0,243,2,5,0,0,250,0.0
SANTIAGO DEL ESTERO,Copo,Pampa de los Guanacos,86056070,0,0,0,203,0,3,0,0,206,0.0
SANTIAGO DEL ESTERO,Figueroa,Bandera Bajada,86070010,0,0,0,3,0,0,0,5,8,0.0
SANTIAGO DEL ESTERO,Figueroa,La Cañada,86070060,0,0,0,4,0,1,0,45,50,0.0
SANTIAGO DEL ESTERO,Figueroa,Villa Figueroa,86070100,0,0,0,1,0,0,0,3,4,0.0
SANTIAGO DEL ESTERO,Figueroa,La Invernada,86070070,1,0,0,2,0,0,0,1,4,0.0
